component_run_id,component,experiment_id,run_id,condition,defense,attack,raw_attack,start_epoch_s,end_epoch_s,duration_s,client_ips,roles,files
analyzer:time_20260722_145825,analyzer,exp_1784746707,,exp1,,,,1784746707.0785732,1784748468.0706072,1760.992033958435,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_decision_log_20260722_145825.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_events_20260722_145825.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_phase_log_20260722_145825.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_round_log_20260722_145825.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log_20260722_145825.csv
analyzer:time_20260722_153624,analyzer,exp_1784748986,,exp2,,,,1784748986.3031778,1784750515.2657144,1528.96253657341,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_decision_log_20260722_153624.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_events_20260722_153624.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_phase_log_20260722_153624.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_round_log_20260722_153624.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log_20260722_153624.csv
proxy:time_20260722_235118,proxy,exp_1784778329,run_1784778329,exp1,multi_krum,envelope,min_max,1784778696.9615355,1784779746.3431036,1049.3815681934357,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/proxy_attack_events_20260722_235118.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/proxy_run_manifest_20260722_235118.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/proxy_resource_log_20260722_235118.csv
analyzer:time_20260722_234939,analyzer,exp_1784778583,,exp1,,,,1784778583.25242,1784779742.6943536,1159.441933631897,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/analyzer_decision_log_20260722_234939.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/analyzer_events_20260722_234939.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/analyzer_phase_log_20260722_234939.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/analyzer_round_log_20260722_234939.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_max/exp1/analyzer_wire_upload_log_20260722_234939.csv
analyzer:time_20260723_001239,analyzer,exp_1784779966,,exp1,,,,1784779966.047673,1784781971.3377044,2005.2900314331055,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/analyzer_decision_log_20260723_001239.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/analyzer_events_20260723_001239.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/analyzer_phase_log_20260723_001239.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/analyzer_round_log_20260723_001239.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/analyzer_wire_upload_log_20260723_001239.csv
proxy:time_20260723_001805,proxy,exp_1784779924,run_1784779924,exp1,multi_krum,envelope,min_sum,1784780315.0,1784781973.2612252,1658.2612252235413,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/proxy_attack_events_20260723_001805.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/proxy_run_manifest_20260723_001805.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/min_sum/exp1/proxy_resource_log_20260723_001805.csv
analyzer:time_20260722_225409,analyzer,exp_1784775253,,exp1,,,,1784775253.5197456,1784776311.7352972,1058.2155516147614,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/analyzer_decision_log_20260722_225409.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/analyzer_events_20260722_225409.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/analyzer_phase_log_20260722_225409.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/analyzer_round_log_20260722_225409.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/analyzer_wire_upload_log_20260722_225409.csv
proxy:time_20260722_222759,proxy,exp_1784773345,run_1784773345,exp1,multi_krum,envelope,sign_flip,1784773696.0,1784775088.404675,1392.4046750068665,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/proxy_attack_events_20260722_222759.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/proxy_run_manifest_20260722_222759.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/proxy_resource_log_20260722_222759.csv
analyzer:time_20260722_222709,analyzer,exp_1784773634,,exp1,,,,1784773634.6812196,1784775090.2598855,1455.578665971756,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/analyzer_decision_log_20260722_222709.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/analyzer_events_20260722_222709.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/analyzer_phase_log_20260722_222709.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/analyzer_round_log_20260722_222709.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/sign_flip/exp1/analyzer_wire_upload_log_20260722_222709.csv
proxy:time_20260722_225513,proxy,exp_1784775243,run_1784775243,exp1,multi_krum,envelope,scale,1784775334.0,1784776309.0813437,975.0813436508179,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/proxy_attack_events_20260722_225513.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/proxy_run_manifest_20260722_225513.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/scale/exp1/proxy_resource_log_20260722_225513.csv
analyzer:time_20260722_232656,analyzer,exp_1784777222,,exp1,,,,1784777222.6316845,1784778507.7238362,1285.0921516418457,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/analyzer_decision_log_20260722_232656.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/analyzer_events_20260722_232656.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/analyzer_phase_log_20260722_232656.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/analyzer_round_log_20260722_232656.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/analyzer_wire_upload_log_20260722_232656.csv
proxy:time_20260722_232736,proxy,exp_1784776783,run_1784776783,exp1,multi_krum,envelope,noise,1784777295.0,1784778509.878463,1214.8784630298615,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/proxy_attack_events_20260722_232736.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/proxy_run_manifest_20260722_232736.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/multi-krum/noise/exp1/proxy_resource_log_20260722_232736.csv
analyzer:time_20260722_192204,analyzer,exp_1784762527,,exp1,,,,1784762527.8498855,1784763532.743998,1004.8941125869751,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/analyzer_decision_log_20260722_192204.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/analyzer_events_20260722_192204.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/analyzer_phase_log_20260722_192204.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/analyzer_round_log_20260722_192204.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/analyzer_wire_upload_log_20260722_192204.csv
proxy:time_20260722_192305,proxy,exp_1784761783,run_1784761783,exp1,fedavg,envelope,min_max,1784762607.0,1784763534.9201524,927.920152425766,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/proxy_attack_events_20260722_192305.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/proxy_run_manifest_20260722_192305.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp1/proxy_resource_log_20260722_192305.csv
proxy:time_20260723_193539,proxy,exp_1784848997,exp_1784848997,exp2,fedavg,envelope,min_max,1784849770.9349322,1784850849.1848736,1078.2499413490295,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/proxy_attack_events_20260723_193539.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/proxy_run_manifest_20260723_193539.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/proxy_resource_log_20260723_193539.csv
analyzer:time_20260723_192505,analyzer,exp_1784849112,,exp2,,,,1784849112.3892798,1784850846.466927,1734.0776472091675,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/analyzer_decision_log_20260723_192505.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/analyzer_events_20260723_192505.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/analyzer_phase_log_20260723_192505.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/analyzer_round_log_20260723_192505.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_max/exp2/analyzer_wire_upload_log_20260723_192505.csv
proxy:time_20260722_194557,proxy,exp_1784763867,run_1784673867,exp1,fedavg,envelope,min_sum,1784763983.0,1784765215.1971657,1232.1971657276154,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/proxy_attack_events_20260722_194557.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/proxy_run_manifest_20260722_194557.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/proxy_resource_log_20260722_194557.csv
analyzer:time_20260722_194508,analyzer,exp_1784763912,,exp1,,,,1784763912.5735168,1784765217.9150293,1305.3415124416351,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/analyzer_decision_log_20260722_194508.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/analyzer_events_20260722_194508.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/analyzer_phase_log_20260722_194508.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/analyzer_round_log_20260722_194508.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/min_sum/exp1/analyzer_wire_upload_log_20260722_194508.csv
analyzer:time_20260722_172807,analyzer,exp_1784755692,,exp1,,,,1784755692.076566,1784757452.4680948,1760.3915288448334,10.42.0.1;10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/analyzer_decision_log_20260722_172807.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/analyzer_events_20260722_172807.jsonl;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/analyzer_phase_log_20260722_172807.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/analyzer_round_log_20260722_172807.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/analyzer_wire_upload_log_20260722_172807.csv
proxy:time_20260722_173058,proxy,exp_1784755514,run_1784755514,exp1,fedavg,envelope,sign_flip,1784755918.0,1784757454.8229,1536.822900056839,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/proxy_attack_events_20260722_173058.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/proxy_run_manifest_20260722_173058.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/sign_flip/exp1/proxy_resource_log_20260722_173058.csv
proxy:time_20260722_183051,proxy,exp_1784757164,run_1784757164,exp1,fedavg,envelope,scale,1784759473.0,1784760412.7683225,939.768322467804,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,proxy_attack;proxy_manifest;proxy_resource,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/scale/exp1/proxy_attack_events_20260722_183051.csv;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/scale/exp1/proxy_run_manifest_20260722_183051.json;/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/attack/fedavg/scale/exp1/proxy_resource_log_20260722_183051.csv
