sha256,selected,file,is_duplicate
355ee2cb47c36a1386859b0478bfb2bc928014d0a93a31af8b0f95e15941bf64,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_phase_log_20260722_133746.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_phase_log_20260722_133746.csv,False
673ad74a3cab7c64fb6df7ad7e5752dcdad2e5534e41ae5fde40eafbd447203d,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_round_log_20260722_133746.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_round_log_20260722_133746.csv,False
5435998be257bf7db9be11988614f5b4ae284771e0dfea8ac433dce6d4ebfdba,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_decision_log_20260722_133746.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/multi-krum/exp2/analyzer_decision_log_20260722_133746.csv,False
3fc5ddead41c9b29a996203141d788dc7a7202c6e3d08293913145c47a7d4755,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_events_20260722_112608.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_events_20260722_112608.jsonl,False
3fc5ddead41c9b29a996203141d788dc7a7202c6e3d08293913145c47a7d4755,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_events_20260722_112608.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_events.jsonl,True
e916cf65d611f3d47b8bad640fe03d02969c96cb5f0ec0dd55d988632e1a4342,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_wire_upload_log_20260722_112608.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_wire_upload_log.csv,True
e916cf65d611f3d47b8bad640fe03d02969c96cb5f0ec0dd55d988632e1a4342,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_wire_upload_log_20260722_112608.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_wire_upload_log_20260722_112608.csv,False
59c2a8711285db6da3ee4a579944f88ea2559abd887c844992d8fbf66b5154a4,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_decision_log_20260722_112608.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_decision_log_20260722_112608.csv,False
23f807804dd28718fff2a9a3193f81ce8fdd47b32f0659064101428c6a6dd93f,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_phase_log_20260722_112608.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_phase_log_20260722_112608.csv,False
640bbe26277cf422f78bc15655c3575c8f26a40ced0a1fcab82c42d5e1c36785,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_round_log_20260722_112608.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp1/analyzer_round_log_20260722_112608.csv,False
c51212e8dee6c34691a284837a14eac9785ddaf1b035b14d817155e5a66e1852,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_wire_upload_log_20260722_115114.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_wire_upload_log_20260722_115114.csv,False
c51212e8dee6c34691a284837a14eac9785ddaf1b035b14d817155e5a66e1852,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_wire_upload_log_20260722_115114.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_wire_upload_log.csv,True
0c774057cc805b3893c4b6f079f691a4a8d3026b748cc763a6fff25cb4e7fcca,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_round_log_20260722_115114.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_round_log_20260722_115114.csv,False
f422f18837f6ec85cf35cdaa67eda8ae53e1853989cdbf3195674e42db358615,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_decision_log_20260722_115114.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_decision_log_20260722_115114.csv,False
3b5b156e2ec09e8f08b780f6a3dca91d74160fbe696665974ca5da0fcbb9f684,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_events_20260722_115114.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_events.jsonl,True
3b5b156e2ec09e8f08b780f6a3dca91d74160fbe696665974ca5da0fcbb9f684,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_events_20260722_115114.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_events_20260722_115114.jsonl,False
87c289d7940eb4c80e27656d378ffcf69b7d1171a294bc76f6b918cec98ac8e2,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_phase_log_20260722_115114.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/fedavg/exp2/analyzer_phase_log_20260722_115114.csv,False
0799cab97392e2e2ef7410595133aca6d4ae03ea034597bc0b28450197231e2c,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_wire_upload_log_20260722_140325.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_wire_upload_log_20260722_140325.csv,False
0799cab97392e2e2ef7410595133aca6d4ae03ea034597bc0b28450197231e2c,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_wire_upload_log_20260722_140325.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_wire_upload_log.csv,True
a4752240c6d9a8336da8f961927497205344e769aa08b98db0a52568515159f2,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_decision_log_20260722_140325.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_decision_log_20260722_140325.csv,False
4fe3834ff77d2f5865f2186aa5418a6a6df5ea4976e26b6a3e77ceed77084170,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_phase_log_20260722_140325.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_phase_log_20260722_140325.csv,False
f04ef514706dc547c02712875fbf6c8b016e977d4b0f5959c113879f0a0e9084,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_round_log_20260722_140325.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_round_log_20260722_140325.csv,False
7abfc09edd58529b57ee36887a770d486a72d42a29eea927ad443137bbc8612a,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_events_20260722_140325.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_events.jsonl,True
7abfc09edd58529b57ee36887a770d486a72d42a29eea927ad443137bbc8612a,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_events_20260722_140325.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp1/analyzer_events_20260722_140325.jsonl,False
c52b2896a7f30823a50ba84ce7c43d27ed7d6ec35c4e8ba783ab0204e9333e73,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_events_20260722_142959.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_events_20260722_142959.jsonl,False
c52b2896a7f30823a50ba84ce7c43d27ed7d6ec35c4e8ba783ab0204e9333e73,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_events_20260722_142959.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_events.jsonl,True
c3c563cb708977af1df37fda67befc3269397b034b2f922352f762cfa538c88b,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_wire_upload_log_20260722_142959.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_wire_upload_log.csv,True
c3c563cb708977af1df37fda67befc3269397b034b2f922352f762cfa538c88b,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_wire_upload_log_20260722_142959.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_wire_upload_log_20260722_142959.csv,False
05f20180ad4cedc87fcc192b782765846d72fc977ac9b591aee0b396cef73b81,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_round_log_20260722_142959.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_round_log_20260722_142959.csv,False
163f74815d84a2d8fb175e685351e7284dcc2f3a2aceb21eb2fe1b54f5ebd20d,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_phase_log_20260722_142959.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_phase_log_20260722_142959.csv,False
2b98b160a4aa1c27d741828e3183cb0145d010a2d50b4130ef0f1600c2a38bca,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_decision_log_20260722_142959.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/median/exp2/analyzer_decision_log_20260722_142959.csv,False
6da6f5576e08c21029ce8333e084dd9d58371eff4e433906851dec9f6556fdbe,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_phase_log_20260722_165842.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_phase_log_20260722_165842.csv,False
f36475953ec33087842e9a159a7dab7d9018fcfa51d3c796b75988b36f2aa165,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_wire_upload_log_20260722_165842.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_wire_upload_log.csv,True
f36475953ec33087842e9a159a7dab7d9018fcfa51d3c796b75988b36f2aa165,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_wire_upload_log_20260722_165842.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_wire_upload_log_20260722_165842.csv,False
6fef3ebd97ba552de93a794344b695b4e006746f067d7e73e009a130ca6245f2,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_events_20260722_165842.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_events_20260722_165842.jsonl,False
6fef3ebd97ba552de93a794344b695b4e006746f067d7e73e009a130ca6245f2,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_events_20260722_165842.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_events.jsonl,True
9d586bcd1cae9e48d9f9273244b9038f0448e2932904f02869093af85b5de8a2,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_decision_log_20260722_165842.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_decision_log_20260722_165842.csv,False
aba9ac3d2927a73b630c685bcb7c3846af8933160ddbbe2a41e73c8e5d65d96f,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_round_log_20260722_165842.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp1/analyzer_round_log_20260722_165842.csv,False
ea3648e21ef538ad5e1d7e462123d344d035a6c07337f832ef323e445597c1cf,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_round_log_20260722_163446.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_round_log_20260722_163446.csv,False
9f3b47af4f698d23628ca782ff78bd20849e798dce4035a889ecfb3c029f86a3,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_wire_upload_log_20260722_163446.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_wire_upload_log_20260722_163446.csv,False
9f3b47af4f698d23628ca782ff78bd20849e798dce4035a889ecfb3c029f86a3,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_wire_upload_log_20260722_163446.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_wire_upload_log.csv,True
c1a3fc16b1a8b48839135c4aeeb9acbb660ef64144f3a2927c6ec29ae63d6921,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_events_20260722_163446.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_events.jsonl,True
c1a3fc16b1a8b48839135c4aeeb9acbb660ef64144f3a2927c6ec29ae63d6921,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_events_20260722_163446.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_events_20260722_163446.jsonl,False
d4c0da7794a59ed8747184e37838abf4164cb46a7e79bd2ee1af0f252c3029b6,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_phase_log_20260722_163446.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_phase_log_20260722_163446.csv,False
43899cefc1f231bf1b1449608195b714ab5c50113ae88f9b2e75c8dc12e75115,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_decision_log_20260722_163446.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/flame/exp2/analyzer_decision_log_20260722_163446.csv,False
238b8a0c804f9b48f0cf8fe87eb4dd387210d1ab91edf55c7c456045b3a4993d,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_wire_upload_log_20260722_121748.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_wire_upload_log.csv,True
238b8a0c804f9b48f0cf8fe87eb4dd387210d1ab91edf55c7c456045b3a4993d,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_wire_upload_log_20260722_121748.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_wire_upload_log_20260722_121748.csv,False
0c919cb6038e9aaa0e753d3f564f0ca92adcb67926fd08e8e993e2c562b581d7,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_events_20260722_121748.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_events_20260722_121748.jsonl,False
0c919cb6038e9aaa0e753d3f564f0ca92adcb67926fd08e8e993e2c562b581d7,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_events_20260722_121748.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_events.jsonl,True
833995968f60f9b0bda8c7c64aa4386bd58c5c645499dffc5db1d3e1306a5fa6,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_phase_log_20260722_121748.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_phase_log_20260722_121748.csv,False
bd0ccc9835f798763489e45a88ee76ddcd062a8e43b91014156cefd71e071955,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_round_log_20260722_121748.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_round_log_20260722_121748.csv,False
9bd321b375979466fd8e3c2ded31ae0afc01e58e5f6cd1e05397f5ecedcc0b68,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_decision_log_20260722_121748.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp1/analyzer_decision_log_20260722_121748.csv,False
3fa878d2c3adb9ba47ccfd18febf1992fd58b8d97c2bd801926f355f915a91be,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_events_20260722_124304.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_events_20260722_124304.jsonl,False
3fa878d2c3adb9ba47ccfd18febf1992fd58b8d97c2bd801926f355f915a91be,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_events_20260722_124304.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_events.jsonl,True
f3305ecaa48a431c210f633c9c0dfaaa00c0a6db02afabbb833b5e77beb4fa73,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_decision_log_20260722_124304.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_decision_log_20260722_124304.csv,False
83b6a0ac0ccabbcb514f886ccf33e9d96914d51fa04b18f81805a3623dc78d24,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_round_log_20260722_124304.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_round_log_20260722_124304.csv,False
eb5266f2a48ba85eeb2993372bd62df64ea48fe4f428ebed21f6323615e94770,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_wire_upload_log_20260722_124304.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_wire_upload_log_20260722_124304.csv,False
eb5266f2a48ba85eeb2993372bd62df64ea48fe4f428ebed21f6323615e94770,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_wire_upload_log_20260722_124304.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_wire_upload_log.csv,True
3439dadbb6e6804ed6b7925dea4a676e7cd7a0c0e922af90fdba0d08bfe19d67,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_phase_log_20260722_124304.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/krum/exp2/analyzer_phase_log_20260722_124304.csv,False
f3c8343f23da281dd4e1b73268cbbca548fe33c4f83e66c4cb5e3ac02cc33031,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_phase_log_20260722_145825.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_phase_log_20260722_145825.csv,False
a45bd52800136195e45622ed6722cdedf99f6ffb39291d9b34ca36da25cf9ddb,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_decision_log_20260722_145825.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_decision_log_20260722_145825.csv,False
850d8f2075a4dbf44cd4d49d8ee9897f3a237a3e77feaeb9e88200b37785265f,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log_20260722_145825.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log.csv,True
850d8f2075a4dbf44cd4d49d8ee9897f3a237a3e77feaeb9e88200b37785265f,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log_20260722_145825.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log_20260722_145825.csv,False
f03742a378d857470077908905850d1050a278985d7f78ebd8fbe0b5ecb7e793,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_events_20260722_145825.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_events_20260722_145825.jsonl,False
f03742a378d857470077908905850d1050a278985d7f78ebd8fbe0b5ecb7e793,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_events_20260722_145825.jsonl,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_events.jsonl,True
1104139ca0c1d8e8316edf8f931a2aa1072665c381ff834d1d3678be2f398415,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_round_log_20260722_145825.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp1/analyzer_round_log_20260722_145825.csv,False
0a55af2e2932ac4d4bd5674c031e2671c4c499c6df9443cc0b65c98221c4c080,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log_20260722_153624.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log_20260722_153624.csv,False
0a55af2e2932ac4d4bd5674c031e2671c4c499c6df9443cc0b65c98221c4c080,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log_20260722_153624.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log.csv,True
2b29dde4f56a684bb78bb2d7de4f6dbc15b68f60a0a95b9051c4d67a7bf1d5be,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_phase_log_20260722_153624.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_phase_log_20260722_153624.csv,False
4101bafcca75aa0d1a3ddc37fe4f37137a3e8e13b83b346b275570cdb01351de,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_decision_log_20260722_153624.csv,/home/lawrence/Lawrence/FL_poison/Result/CNN/proxy/baseline/trimmed_mean/exp2/analyzer_decision_log_20260722_153624.csv,False
